Name	TSig	EvSw	Tempo	Long Name	Genre	Group	#Instr	Other Genres
DurDSlow	4/4	ev16	70	DurDSlow - Brit 80s Rock Ballad	Lite Pop	Pop	5	Ballad,Power Ballad
DurLatin	4/4	ev16	85	DurLatin - Brit 80s Rock	Heavy Rock	Pop	5	Heavy Rock
Eagle2+	4/4	ev8	115	Medium Tempo Country Rock+	Country	Country	5	Country Contemporary
EASTRNRK	4/4	ev8	165	Eastern Rock - World Styles 2	Heavy Rock	Pop	5	World
ECst_Grv	4/4	ev8	118	East Coast Groove - Funky Boogaloo	Blues	Pop	5	Funk
EddieCon	4/4	sw8	160	EddieCon - 40s Swing Group	Jazz	Jazz	5	Jazz Swing
Egypt2	4/4	ev16	85	Egypt 2 - Middle Eastern Pop	Lite Pop	Pop	5	Pop,World
EGYPTPOP	4/4	ev16	120	Egyptian Pop - World Styles 2	World	Country	5	World
EKlugh	4/4	ev16	85	EKlugh (Fusion)	Jazz	Jazz	5	Jazz Ballad,Fusion,Fusion
ELEGANT	4/4	ev16	70	Elegant - Slow Pop Straight 8ths	Lite Pop	Pop	5	Pop
Elegius	4/4	ev16	125	Elegius Euro-Tek	Modern Pop	Pop	5	Modern Pop
ELJAMES	4/4	sw8	105	ElJames Basic Blues Shuffle	Blues	Pop	4	Jazz
Elton1	4/4	ev8	120	Elton 1 - Ev. 8ths Rock	Lite Pop	Pop	5	Lite Pop
Elton2	4/4	ev16	80	Elton 2 - Ev. 16ths Rock	Lite Pop	Pop	5	Lite Pop
EltonPno	4/4	ev8	125	Elton Piano - Ev.8 Rock Piano Accomp.	Lite Pop	Pop	5	Lite Pop
Elvin1	12/8	sw8	90	Elvin1 - Slow Triplet Based Jazz	Jazz	Jazz	3	Jazz Swing
ELVIS1	4/4	sw8	170	Elvis1 - 50s Rock Shuffle-Blues	Blues	Pop	4	Blues
ElvisBig	4/4	ev8	85	ElvisBig - Slow Even 8th Light Rock	Lite Pop	Pop	5	Lite Pop
Enrique	4/4	ev16	100	Enrique - Top 40 Latin-Samba	Latin	Pop	5	Lite Pop,Samba
Enya44	4/4	ev16	85	Enya44 - Soft Ev.16 Techno Orchestral	Lite Pop	Pop	5	New Age,Modern Pop,Modern Pop
Eternal	4/4	ev16	115	Eternal - Mystical 4/4 New Age	Lite Pop	Pop	5	New Age
ETH_FAST	4/4	ev8	250	Ethnic Fast 2Bt - World Styles 2	World	Country	5	World
Euphoric	4/4	ev16	115	Euphoric - Techno-Folk Style	Folk	Pop	5	Folk
EUROBEA3	4/4	ev8	120	Eurobeat 3 Style	Modern Pop	Pop	4	Modern Pop
Evening	4/4	ev16	97	Evening - Ev.16 Brit 80s Rock	Lite Pop	Pop	5	New Age
Even_Sw	4/4	sw8	250	Even & Swing - Fast Jazz Latin & Swing	Jazz	Jazz	5	Bebop,Jazz Swing,Latin
Everyone	4/4	ev8	125	Everyone - Brit 80s Ev.8ths Rock	Lite Pop	Pop	5	Lite Pop
Excite1	4/4	ev8	170	Excite1 - Energetic Soundtrack Style	Lite Pop	Pop	5	New Age,Heavy Rock,Pop
EXODUS	4/4	ev8	125	Exodus - UK Pop Ska/Reggae	Reggae	Pop	5	Pop,Ska
FAIRLANA	4/4	sw16	106	Fair Lana - Smooth Jazz	Funk	Jazz	5	Jazz,Smooth Jazz,Jazz,Smooth Jazz
FAITH	4/4	ev16	120	Faith - Praise & Worship Style	Blues	Pop	5	Country,Gospel,Funk,Worship,Lite Pop,Worship,Lite Pop
FarAway	4/4	sw8	140	Far Away - Jazz/Pop Vocal Big Band	Jazz	Jazz	5	Big Band,Jazz Swing
Fast8Rok	4/4	ev8	130	Fast 8ths Rock - Ev.8 Brit 80s Fast Rock	Heavy Rock	Pop	5	Heavy Rock
FASTROK1	4/4	ev8	160	Fast Rock 1 - Even 8, 60s Rock	Blues	Pop	5	Heavy Rock
FATS_DOM	4/4	sw8	150	Fats Domino Style	Blues	Pop	4	Blues
Favorabl	4/4	ev16	87	Favorable - Brit 80s Slow Ev.16	Folk	Pop	5	Lite Pop
Fernando	4/4	ev16	108	Fernando - LA Pop Jazz	Jazz	Jazz	5	Fusion
Fields	4/4	ev16	100	Fields - Even 16ths 80s British Rock	Lite Pop	Pop	5	Lite Pop
FINGER_8	4/4	ev8	140	Fingerpicking Acoustic Guitar 8th Arps	Lite Pop	Pop	5	Lite Pop
FIREWIND	4/4	ev16	60	Firewind - Slow 16ths Pop Rock	Lite Pop	Pop	5	Lite Pop
Flashed	4/4	ev8	140	Flashed - Driving 70s Classic Rock	Heavy Rock	Pop	5	Heavy Rock
Float1	4/4	ev16	80	Float1 - New Age Soundtrack Style	Lite Pop	Pop	5	New Age
Florida1	4/4	ev8	115	Florida1 - Ev.8 Med-Slow Pop Rock	Lite Pop	Pop	5	Lite Pop
FLORIDAS	4/4	ev16	85	Floridas - 16th Ballad Southern Gospel	Country	Country	5	Country Ballad,Country Contemporary,Gospel,Worship,Lite Pop,Lite Pop,Gospel
FLOYD	4/4	sw8	85	Floyd Cramer Piano	Country	Country	5	Country Ballad,Country Classic
FLUTHER!	4/4	sw8	140	Fluther - Celtic 2-Beat Bounce	Celtic	Country	5	Celtic
Fnk_150	4/4	ev16	150	Funk at T=150 - Fast Ev.16 Funk	Funk	Jazz	3	Funk
Fnk_300	4/4	ev8	300	Funk at T=300 - Fast Ev.8 Funk	Funk	Jazz	5	Funk
Fnk_70	4/4	sw16	70	Funk at T=70 - Slow Funk	Funk	Jazz	4	R&B,Soul
FOLK	4/4	ev8	115	Folk Style	Folk	Country	5	Folk
Folk101P	4/4	ev8	110	Folk 101 w/ Piano - Unplugged	Folk	Country	5	Folk
FOLK12_8	4/4	sw8	75	Folk 12/8 - 60s Folk Groups	Folk	Country	5	Lite Pop
FolkBlu	4/4	sw8	100	Folk Blues - Unplugged	Blues	Country	5	Folk,Folk
FolkClub	4/4	ev16	100	Folk Club - Folk Style	Folk	Country	5	Folk
FOLKGUIT	4/4	ev8	92	Folk Guitar - 60's Brit Pop	Folk	Pop	4	Lite Pop
FolkRag	4/4	sw8	175	Folk Rag - Swing Folk Style	Country	Country	4	Folk,Folk
FOLK_ST8	4/4	ev8	170	Folk w/ Straight 8ths	Folk	Country	5	Folk
FolkTrio	4/4	sw8	170	Folk-Trio - Unplugged	Folk	Country	4	Folk
Folky+	4/4	ev16	86	Top 40 Modern Country Ballad	Country	Country	5	Country Ballad,Country Contemporary,Ballad
FOLKYJAZ	4/4	ev16	140	Folky Jazz - Fast Ev.16 Folk-Jazz	Folk	Country	5	Jazz,Fusion
FOREVER	4/4	ev16	68	Forever - Praise & Worship Style	Lite Pop	Pop	5	Worship,Pop,Worship
FORGIVEN	4/4	ev16	95	Forgiven - Praise & Worship Style	Folk	Pop	5	Worship,Lite Pop,Pop,Lite Pop,Worship,Lite Pop
FORRO_1	4/4	ev16	95	Forro_1 - World Styles - Brazilian	Latin	Jazz	4	World
FoxTrot1	4/4	sw8	116	FoxTrot1 - Easy Swing Foxtrot Dance	Jazz	Jazz	5	Jazz Swing
FREEDOM	4/4	sw8	120	Freedom - Reggae Smooth Jazz	Jazz	Jazz	5	Fusion,Smooth Jazz,Reggae,Reggae,Smooth Jazz
FreeJz1	4/4	sw8	240	Free Jazz 1 - Fast 'Free' Jazz	Jazz	Jazz	5	Jazz
FunFact	4/4	ev16	130	FunFact Euro-Tek	Modern Pop	Pop	5	Modern Pop
FUNK1	4/4	ev16	125	Funk 1	Funk	Pop	4	Funk
Funkafy	4/4	sw16	95	Funkafy - Slow, Swing 16 Bluesy Funk	Blues	Pop	4	Funk
FunkPop	4/4	ev16	110	Funk Pop - Funky Ev.16 Pop-Rock	Funk	Pop	5	Funk
FUNK_SEV	4/4	ev16	100	Funk Seventies	Funk	Pop	4	Funk
FUNKSEV2	4/4	ev16	120	Funk Seventies 2	Funk	Pop	4	Funk
FUNKSHF2	4/4	sw8	200	Funk Shuffle 2	Blues	Pop	5	Funk
FUNKWALK	4/4	ev16	115	Funk Walk - Even 16th Funk	Funk	Pop	5	Funk
Funky2	4/4	ev16	125	Funky 2 - Even 16th Pop-Rock Funk	Funk	Pop	5	Funk
Fus_250	4/4	ev8	250	Fusion at T=250 - Fast Fusion	Folk	Jazz	5	Funk,Jazz,Fusion,Fusion,Jazz
fusngrv1	4/4	sw16	110	Fusion Groove.STY	Jazz	Jazz	5	Jazz
FUSNSHF2	4/4	sw8	165	Fusion Shuffle 2	Funk	Jazz	4	Jazz,Fusion,R&B,Fusion,Jazz
FUSN_SHU	4/4	sw8	160	Fusion Shuffle	Funk	Jazz	5	Jazz,Fusion,R&B,Fusion,Jazz
FusnSoft	4/4	sw16	96	Fusion Soft	Funk	Pop	5	Jazz,Jazz Ballad,Fusion,R&B,Fusion,Jazz
FusnSw16	4/4	sw16	110	Fusion Swing 16ths (Fusion)	Funk	Jazz	5	Jazz,Fusion,R&B,Fusion,Jazz
GAITHERS	4/4	sw8	175	Gaithers - Medium-Uptempo Swing Southern Gospel	Country	Country	5	Gospel,Worship,Lite Pop,Gospel
GALOWAYS	4/4	sw8	155	Galoways - Easy Swing Southern Gospel	Country	Country	5	Gospel,Worship,Lite Pop,Gospel
GARNER	4/4	sw8	140	Errol Garner Piano Style	Jazz	Jazz	3	Jazz Swing
GARNER~	4/4	sw8	140	Garner Piano Trio w/ Brushes	Jazz	Jazz	3	Jazz Swing
Genis2	4/4	ev16	85	Genis2 - Slow Ev.16 80s Rock	Heavy Rock	Pop	5	Lite Pop
GENTRY!~	4/4	ev8	120	Gentry-Light Straight 8 Pop Guitar	Lite Pop	Pop	5	Lite Pop
GEO_FORM	4/4	sw8	200	Geo_Form Swing Ukulele Style	Country	Country	5	Country Classic,Folk,Jazz
George+	4/4	ev16	100	Sad Country Ballad +	Country	Country	5	Country Ballad,Country Classic
GeorgeM2	4/4	sw16	90	GeorgeM2 - 80s, Swing 16th Rock	Lite Pop	Pop	5	Pop
GEORGIA	12/8	sw8	72	Georgia Style	Lite Pop	Pop	5	Lite Pop
GITARP16	4/4	ev16	87	12-String Guitar - 16th Arps	Folk	Pop	5	Pop,Lite Pop
GitGroov	4/4	ev16	100	Guitar Groove - Swing 16ths Light Rock Guitar	Lite Pop	Pop	5	Lite Pop
GlamRok1	4/4	ev16	95	Glam Rock 1 - 16th Rock	Heavy Rock	Pop	5	Lite Pop
GlamRok2	4/4	ev8	120	Glam Rock 2 - Even 8ths	Heavy Rock	Pop	5	Lite Pop
Gloria	12/8	sw8	110	Gloria - Brit 80s Rock Shuffle	Lite Pop	Pop	5	Lite Pop
GLORY	4/4	ev16	100	Glory - Praise & Worship Style	Lite Pop	Pop	5	Worship,Worship
GOLDCITY	4/4	sw8	230	Goldcity - Fast Swing Southern Gospel/Country	Country	Country	4	Gospel,Worship,Lite Pop,Gospel
Golden	4/4	ev8	105	Golden - Slow Ev.8 Brit 80s Rock	Lite Pop	Pop	5	Pop,Ballad,Power Ballad
GoodCtry	4/4	sw16	95	Good 'n Country - Bluegrass Style	Country	Country	5	Bluegrass
GoodGrl+	4/4	ev16	105	Good Girl - Urban Pop +	Hip Hop	Pop	5	Pop
GOODTIME	4/4	ev16	95	Good Time - Smooth Jazz - Groove	Jazz	Jazz	5	Fusion,Smooth Jazz,Lite Pop,Smooth Jazz
GOSPEL1	4/4	sw8	210	Uptempo Gospel Style	Blues	Pop	5	Worship,Lite Pop,Gospel
GRACE	4/4	ev16	100	Grace - Praise & Worship Style	Lite Pop	Pop	5	Worship,Worship
Green	4/4	ev16	105	Green - Gentle 4/4 New Age Folk-Piano	Folk	Pop	5	New Age,Lite Pop
Gritty	4/4	sw8	160	Gritty - 4-to-the-Bar Shuffle	Blues	Country	5	Folk
GROVER	4/4	ev16	90	Grover Pop Style	Jazz	Jazz	5	Fusion,Lite Pop
GroverW	4/4	ev16	120	Grover w/ (Fusion)	Jazz	Jazz	5	Fusion,Fusion
GuagFok	4/4	ev16	102	Guaguanco Folk - Traditional Cuban	Latin	Jazz	5	Salsa,Folk
GuagMod	4/4	ev16	102	Guaguanco Modern - Cuban Dance	Latin	Jazz	4	Salsa
Guajir2	4/4	ev8	120	Salsa Guarjira 2 - Folkloric Cuban	Latin	Jazz	4	Salsa,Folk
Guajira1	4/4	ev8	130	Guajira1 - Cuban Latin Guajira	Latin	Jazz	5	Latin
Guara23	4/4	ev8	200	Guaracha w/ 2-3 Clave Pattern	Latin	Jazz	4	Salsa
Guara32	4/4	ev8	180	Guaracha w/ 3-2 Clave Pattern	Latin	Jazz	5	Salsa
GuitBosa	4/4	ev8	190	Guitar Bossa - Fast Contemporary Bossa	Jazz	Jazz	5	Latin,Bossa
GuitCha	4/4	ev8	115	Guitar Cha Cha - Ev.8, Med-Slow	Latin	Jazz	5	Latin
GUMBO	4/4	sw8	170	Gumbo Cajun' Style	Country	Country	5	Country Classic,New Orleans,Blues
Gumshoe	4/4	sw8	130	Gumshoe - Brit 80s Reggae-Rock	Reggae	Pop	5	Reggae
GWEN1	4/4	ev8	100	Gwen 1 - Hip Hop Dance Style	Hip Hop	Pop	5	Modern Pop,Modern Pop
HALELUIA	4/4	ev16	100	Hallelujah - Praise & Worship Style	Lite Pop	Pop	5	Worship,Worship
HAPPY	4/4	sw8	120	Happy - Med. Folk-Pop Shuffle	Folk	Jazz	5	Lite Pop
HAWAISLO	4/4	ev8	110	Hawaii Slow - Pop Hawaiian	Country	Country	5	Country Classic,Folk,Latin,Pop,Lite Pop
Hbilly+	4/4	ev8	140	Classic Country Blues Rock +	Country	Country	5	Country Classic,Blues
Healing1	4/4	ev8	100	Healing - Meditative Soundtrack Style	Lite Pop	Pop	5	New Age
HEAVYMET	4/4	ev8	130	Heavy Metal Trio	Heavy Rock	Pop	4	Heavy Rock
HeldBosa	4/4	ev8	155	Held Bossa - Bossa Style w/ Sustained Instruments	Jazz	Jazz	5	Bossa
Herbie2	4/4	ev8	120	Herbie 2 - Funky Jazz Even 8th Groove	Funk	Jazz	5	Jazz,Fusion
HHop_Med	4/4	ev16	120	Hip Hop Medium - Hip Hop Dance Style	Hip Hop	Pop	5	Modern Pop
HIGHER	4/4	sw16	85	Higher - Smooth Jazz/Hip Hop	Hip Hop	Jazz	5	Jazz,Smooth Jazz,Modern Pop,Jazz,Smooth Jazz
HighFly	4/4	ev16	120	HighFly - Brit 80s Ev.16 Rock	Heavy Rock	Pop	5	Heavy Rock
Highway	4/4	ev8	145	Highway - 80s Ev8 Classic Rock	Heavy Rock	Pop	4	Heavy Rock
Hind+	4/4	ev8	70	Slow Mid - Tempo Rock-Country +	Country	Country	5	Country Ballad,Country Contemporary,Ballad
HIPHOP_1	4/4	sw16	200	Hip Hop 1	Funk	Pop	5	Hip Hop,Modern Pop,Hip Hop
HIPHOP_2	4/4	sw16	120	Hip Hop 2	Funk	Pop	5	Hip Hop,Modern Pop,Hip Hop
HIPHOP3	4/4	sw16	95	Hip Hop 3 - Swing 16ths Groove	Funk	Pop	5	Hip Hop,Hip Hop
HIPHOP4	4/4	sw16	95	Hip Hop 4 - Funky Hip Hop Groove	Funk	Pop	5	Hip Hop,Hip Hop
HIPHOP5	4/4	sw16	90	Hip Hop 5 - Funky Swing 16ths Hip-Hop	Funk	Pop	5	Hip Hop,Hip Hop
HIPHOP6	4/4	ev8	120	Hip Hop 6 - Bright Beat Hip Hop	Hip Hop	Pop	5	Modern Pop
HIPTRIP	4/4	ev16	100	Hip Trip - Even 16ths Funk	Funk	Pop	5	Hip Hop
Hive+	4/4	ev8	140	Rockabilly Country+	Country	Country	4	Country Classic,Rockabilly
HOMEWARD	4/4	sw16	120	Homeward - Fast Swing 16ths Pop	Country	Country	5	Country Contemporary
Horace1	4/4	ev8	130	Horace1 - Loose Ev.8 Jazz Bossa	Jazz	Jazz	5	Bossa
HOSANNA	4/4	ev8	155	Hosanna - Praise & Worship Style	Country	Country	5	Gospel,Worship,Lite Pop,Worship,Lite Pop
HotButer	4/4	ev16	130	Hot Butter - Euro-Tek	Modern Pop	Pop	5	Modern Pop
HOUSE_1	4/4	ev16	120	House 1 (Rap)	Funk	Pop	5	Modern Pop
HOWLINW	4/4	ev8	105	Howlin' - Driving Straight 8 Blues	Blues	Pop	4	Blues
HRPORK44	4/4	ev16	80	Orchestral 4/4 w/ Harp	Classical	Country	4	Classical
Insight	4/4	ev8	105	Insight - New Age Indian Raga	Lite Pop	Pop	5	New Age,World,World
Instinct	4/4	ev16	120	Instinct - Euro-Tek	Modern Pop	Pop	5	Disco
Invited	4/4	ev8	130	Invited - Classic Ev.8 Rock	Heavy Rock	Pop	5	Heavy Rock
Islands	12/8	sw8	70	Islands - Slow 12/8 60's Pop	Lite Pop	Pop	5	Pop
ISRAEL2	4/4	ev16	130	Israeli 2 - World Styles 2	World	Country	5	Klezmer
ITAL~POP	4/4	ev8	110	Italian Pop - World Styles 2	Jazz	Jazz	5	Jazz Ballad,Fusion,World
JACO_JAZ	4/4	ev16	125	Jaco Jazz Style	Jazz	Jazz	5	Fusion,Latin
JACQUE	4/4	ev16	95	Jacque - Praise & Worship Style	Jazz	Jazz	5	Latin,Worship,Lite Pop,Worship,Lite Pop
j!alhirt	4/4	sw8	165	Vintage New Orleans Jazz-Pop	Blues	Jazz	5	New Orleans
JamGrass	4/4	ev16	140	Jam Grass - Bluesy Bluegrass	Country	Country	4	Bluegrass,Blues
JAMMIN	4/4	sw16	95	Jammin - Smooth Jazz - Easy	Funk	Jazz	5	Jazz,Smooth Jazz,R&B,Jazz,Smooth Jazz
JanDeen1	4/4	ev8	150	Jan Deen 1 - 60s Rock - Fast Ev.8	Country	Country	5	Country Contemporary,Heavy Rock
Janeiro	4/4	ev16	120	Janeiro - Even 16 Med Latin Samba	Latin	Jazz	5	Samba
Jaz_250	4/4	sw8	250	Jazz at T=250 - Fast Jazz	Jazz	Jazz	3	Bebop
Jaz_60	4/4	sw8	60	Jazz at T=60 - Slow Jazz	Jazz	Jazz	4	Jazz Ballad
JAZCOOL	4/4	sw8	160	Jazz Cool Style	Jazz	Jazz	4	Bebop,Jazz Swing
JAZFOURA	4/4	sw8	180	Jazz Fours A - Trading 4s Variant	Jazz	Jazz	4	Bebop,Jazz Swing
JAZFOURB	4/4	sw8	180	Jazz Fours B - Trading 4s Variant	Jazz	Jazz	4	Bebop,Jazz Swing
JAZFOURC	4/4	sw8	180	Jazz Fours C - Trading 4s Variant	Jazz	Jazz	4	Bebop,Jazz Swing
JAZFOURS	4/4	sw8	175	Jazz Fours Style	Jazz	Jazz	4	Bebop,Jazz Swing
JAZQUINT	4/4	sw8	200	Jazz Quintet	Jazz	Jazz	5	Jazz Swing
JazSalsa	4/4	ev16	115	Jazz Salsa - Latin Ev.16 Salsa	Jazz	Jazz	5	Latin,Latin
JAZSAMBA	4/4	ev16	120	Jazz Samba Style	Jazz	Jazz	4	Latin,Latin,Samba
JAZSIMP	4/4	sw8	120	Jazz Simple Style	Jazz	Jazz	4	Bebop,Jazz Swing
JAZSW2_G	4/4	sw8	140	Jazz Swing 2G	Jazz	Jazz	4	Jazz Swing
JAZZBAL1	4/4	sw8	70	Jazz Ballad 1 Style	Jazz	Jazz	3	Jazz Ballad,Jazz Swing
JAZZBAL2	4/4	sw8	70	Jazz Ballad 2 Style	Jazz	Jazz	3	Jazz Ballad,Jazz Swing
JAZZFAST	4/4	sw8	290	Jazz Fast Style	Jazz	Jazz	3	Bebop
JAZZ~QT	4/4	sw8	160	Jazz Quartet - Midtempo Jazz Swing	Jazz	Jazz	4	Jazz Swing
JazzRok1	4/4	ev16	130	Jazz Rock 1 Style	Funk	Pop	5	Jazz,Fusion
JAZZROK2	4/4	ev16	130	Jazz Rock 2 Style	Funk	Pop	5	Jazz,Fusion
JAZZSLOW	4/4	sw8	90	Jazz Slow Style	Jazz	Jazz	5	Jazz Ballad,Jazz Swing
Jazzy1	4/4	sw8	105	Jazzy1 - Cool Jazz Soundtrack Style	Jazz	Jazz	4	Smooth Jazz,New Age,Lite Pop
JBal_45	4/4	sw8	60	Jazz Ballad at T=45 - Slow Ballad	Jazz	Jazz	5	Jazz Ballad,Jazz Swing
J_BASIE1	4/4	sw8	135	Basie Big Band	Jazz	Jazz	5	Big Band,Jazz Swing
J_BASIE2	4/4	sw8	135	Basie Big Band	Jazz	Jazz	5	Big Band,Jazz Swing
J!~BASIN	4/4	sw8	165	Vintage Jazz - Basin' Easy 40s & 50s Swing	Blues	Jazz	5	New Orleans
j!~benny	4/4	sw8	260	Vintage Jazz - Benny Fast 30s Swing	Jazz	Jazz	5	Jazz
JB_GOODE	4/4	ev8	175	Johnny B. Goode Style	Blues	Pop	5	Blues
J_BOPPIN	4/4	sw8	170	Jazz Boppin - Bebop Quartet	Jazz	Jazz	4	Bebop
JBr_300	4/4	sw8	300	Jazz Brushes at T=300 - Fast Swing	Jazz	Jazz	4	Jazz Swing
J~BREEZY	4/4	sw8	130	Jazz Breezy - Jazz Swing w/ 5 Instruments	Jazz	Jazz	5	Jazz Swing
J_CARIBE	4/4	ev8	165	Caribe, Jazz Bossa Style	Jazz	Jazz	5	Latin,Bossa
J_CASH	4/4	ev16	125	Johnny Cash Style	Country	Country	5	Country Classic
J~CELLAR	4/4	sw8	150	Jazz Cellar - Piano Trio w/ Brushes	Jazz	Jazz	3	Jazz Swing
J!~CLUB	4/4	sw8	85	Vintage Jazz - 30s & 40s Swing Ballad	Jazz	Jazz	4	Jazz
J_COMBO	4/4	sw8	140	Jazz Combo - Med. Jazz Quintet	Jazz	Jazz	5	Bebop,Jazz Swing
J~COZY	4/4	sw8	90	Jazz Cozy - Slow Swing Piano Trio	Jazz	Jazz	3	Jazz Ballad,Jazz Swing
J~DEXTER	4/4	sw8	165	Dexter, Bop w/ Brushes Style	Jazz	Jazz	3	Bebop
J_DIXIE2	4/4	sw8	170	Dixieland 2	Jazz	Jazz	4	Dixieland
J_DIXIE3	4/4	sw8	200	Dixieland 3	Jazz	Jazz	5	Dixieland
J_DIZZY	4/4	sw8	175	Jazz Dizzy Style	Jazz	Jazz	3	Bebop
J_DJANGO	4/4	sw8	180	Django Jazz Swing	Jazz	Jazz	5	Jazz Swing
J~DOLFIN	4/4	ev8	145	Dolfin, Jazz Bossa/Swing Combo	Jazz	Jazz	4	Jazz Swing,Latin,Bossa
J_DOLFIN	4/4	ev8	145	Dolfin, Jazz Bossa/Swing Combo	Jazz	Jazz	4	Jazz Swing,Latin,Bossa
J~EASY	4/4	sw8	155	Easy, Swing w/ Brushes Style	Jazz	Jazz	5	Jazz Swing
JELLO	4/4	sw16	100	Jello - Pop Swing 16ths	Lite Pop	Pop	5	Lite Pop
JERYLEE	4/4	ev8	180	Jery Lee Fast Boogie Blues	Blues	Pop	3	Blues
J_EVAN2H	4/4	sw8	165	B Evans 2 Hands	Jazz	Jazz	3	Jazz
j_evanlh	4/4	sw8	180	B Evans L-H Only	Jazz	Jazz	3	Jazz
J!~FREDY	4/4	sw8	100	Vintage Jazz - Freddy 'Smart' Rhythm Guitar	Jazz	Jazz	4	Jazz
J_HERBIE	4/4	sw8	135	Herbie H Comping	Jazz	Jazz	3	Bebop,Jazz Swing
J_HERBIS	4/4	sw8	210	Jazz Swing Trio	Jazz	Jazz	3	Jazz Swing
J!~HOAGY	4/4	sw8	95	Vintage Jazz - Hoagy 30s & 40s Swing	Jazz	Jazz	4	Jazz
J!~HONEY	4/4	sw8	160	Jazz - Honey Solo Stride Piano	Jazz	Jazz	4	Jazz Swing
j!~htclb	4/4	sw8	230	Vintage Jazz - Hot Club 30s & 40s Swing	Jazz	Jazz	5	Jazz
JITERBUG	4/4	sw8	215	Jitterbug Fast Blues Shuffle	Blues	Pop	5	Jazz
JITRBUG2	4/4	sw8	215	Jitterbug Fast Blues Shuffle Variant	Blues	Pop	5	Jazz
Jive4	4/4	sw8	180	Jive4 - Spirited Uptempo Swing Dance	Jazz	Jazz	5	Jazz
JJess	4/4	sw16	120	J Jess - Swing 16 Bluegrass	Country	Country	5	Bluegrass
J~LAURA	4/4	sw8	65	Laura - Ballad w/ Brushes	Jazz	Jazz	5	Jazz Ballad,Jazz Swing
J~~LAURA	4/4	sw8	65	J~~LAURA.STY	Jazz	Jazz	5	Jazz
J_LIGHT	4/4	sw8	140	Light Jazz Feel	Jazz	Jazz	4	Jazz Ballad,Jazz Swing
J~LIONEL	4/4	sw8	75	Lionel - (Brushes) 40s Swing Ballad	Jazz	Jazz	5	Jazz Ballad,Jazz Swing
J_LIONEL	4/4	sw8	75	Lionel - Slow 40s Jazz Swing	Jazz	Jazz	5	Jazz Ballad,Jazz Swing
J_L_MAYS	4/4	ev16	120	L Mays, Pop-Jazz Pad Style	Jazz	Jazz	5	Fusion
j!lush	4/4	ev8	100	Vintage Jazz - Lush 50s Straight 8 MOR w/ Strings	Jazz	Jazz	5	Jazz
j!lush2	4/4	ev8	100	Vintage Jazz - Lush 50s Straight 8 MOR Rhythm Section	Jazz	Jazz	4	Jazz
J!MANCN2	4/4	sw8	80	Jazz-Mancni2 - Slow Pop Ballad Variant	Ballad	Jazz	5	Ballad
J!MANCNI	4/4	sw8	80	Jazz-Mancni2 - Slow Pop Ballad	Ballad	Jazz	5	Ballad
J_MDFAST	4/4	sw8	300	Miles D Fast Jazz Style	Jazz	Jazz	3	Bebop
J_MILES1	4/4	sw8	160	Miles 1 (50s) Jazz Style	Jazz	Jazz	3	Bebop,Jazz Swing
J_MISTY	4/4	sw8	70	Misty, Slow Ballad Style	Jazz	Jazz	5	Jazz Ballad,Jazz Swing
J_MJQ_1	4/4	sw8	140	Jazz MJQ_1 - Medium Jazz Swing	Jazz	Jazz	3	Bebop,Jazz Swing
J_MODTRI	4/4	sw8	190	Jazz Modern Trio Style	Jazz	Jazz	3	Bebop
J~MONTY	4/4	sw8	210	Monty Trio Style	Jazz	Jazz	3	Bebop,Jazz Swing
j!nat	4/4	sw8	175	Vintage Jazz - Nat Piano Trio	Jazz	Jazz	3	Jazz
j!~nat2	4/4	sw8	190	Vintage Jazz - Nat Cole 40s Swing	Jazz	Jazz	4	Jazz
J!~NIGHT	4/4	sw8	75	Vintage Jazz - Night - Very Slow Ballad	Jazz	Jazz	5	Jazz
j!n_orl	4/4	sw8	185	Vintage Jazz - New Orleans Swing & Straight Mix	Blues	Jazz	5	New Orleans,New Orleans
j!n_orl2	4/4	sw8	185	Vintage Jazz - New Orleans Swing & Straight Mix Variant	Blues	Jazz	5	New Orleans
Jode2+	4/4	ev16	94	Contemporary Country R&B+	Country	Country	5	Country Ballad,Country Contemporary,R&B,R&B
JOEPSLOW	4/4	sw8	85	Joe P Slow - Jazz Guitar Ballad Comp	Jazz	Jazz	4	Jazz Ballad
John+	4/4	ev16	100	Medium Tempo Crossover Groove+	Country	Country	5	Country Contemporary
JOHNBAL	4/4	ev8	75	JohnBal - Slow Ev.8ths Pop Rock	Lite Pop	Pop	5	Pop
JOHNLEN	4/4	ev8	75	Piano Based Pop Ballad	Lite Pop	Pop	5	Ballad
JOHNNYH	4/4	ev8	155	Johnny H - 60s Pop-Country	Country	Country	5	Country Classic
Joice1	4/4	ev8	130	Joice1 - Soft Jazz Contemporary Bossa	Jazz	Jazz	5	Latin,Bossa
J~OLEO	4/4	sw8	200	Oleo Bop w/ Brushes Style	Jazz	Jazz	5	Bebop
JONLEE	4/4	sw8	95	Jon Lee Slow Blues Shuffle	Blues	Pop	4	Blues
JonLuce1	4/4	ev8	160	Jon Luce 1 - Uptempo Bossa-Samba	Jazz	Jazz	5	Latin,Bossa,Latin,Samba
JOPLIN	4/4	ev8	180	Scott Joplin Style	Classical	Country	2	Jazz,Ragtime
JOPLNORK	4/4	ev8	165	Joplin LH 4/4 w/ Orchestra	Classical	Country	3	Jazz,Ragtime
