Name	TSig	EvSw	Tempo	Long Name	Genre	Group	#Instr	Other Genres
CC_JEWEL	4/4	sw16	65	CC_Jewel - Adult Contemporary Sw. 16ths Folk-Rock	Folk	Pop	5	Pop,Lite Pop
C_CLASIC	4/4	sw8	110	Classic Country Shuffle	Blues	Country	5	Country,Country Classic
CC_LAVI	4/4	ev16	105	CC_Lavi - Ev. 16ths Alt Rock, Grunge Rock	Heavy Rock	Pop	5	Heavy Rock
C_CLAY	4/4	ev16	90	Clay - Country Rock	Blues	Country	5	Country,Country Contemporary
c_clouds	4/4	ev16	77	Clouds - Top 40 Country R&B	Country	Country	4	Country Contemporary,R&B,R&B
CC_NATA	4/4	ev16	95	CC_Nata - Ev. 16ths Pop, Teen Rock Groove	Modern Pop	Pop	5	Pop
C_COLIN	4/4	ev8	125	Colin - Country Rock	Country	Country	5	Country Contemporary
C_CONWAY	4/4	sw8	80	Conway - Classic 50s 12/8 Country	Country	Country	5	Country Classic
C_COWBOY	4/4	ev8	140	Cowboy - Country Style	Country	Country	5	Country Classic
CC_RIME	4/4	sw8	135	CC_Rime - Southern Gospel 4/4 Shuffle	Country	Country	5	Gospel,Worship,Lite Pop,Gospel
C~CRYSTL	4/4	sw8	80	Crystal - Classic Country 12/8 Ballad	Country	Country	5	Country Ballad,Country Classic
CC_SHAWN	4/4	ev16	80	CC_Shawn - Adult Contemporary Folk-Country-Rock	Country	Country	5	Country Contemporary,Folk,Folk
CC_SMASH	4/4	ev8	130	CC_Smash - Alt. Rock, Even 8ths Grunge	Heavy Rock	Pop	5	Heavy Rock
CC_TONY	4/4	ev16	85	CC_Tony - Even 16ths Neo Soul, R&B Ballad	R&B	Pop	5	Lite Pop,Ballad,Soul
CC_TOWN	4/4	ev16	80	CC_Town - Adult Contemporary, Soul Ballad	Hip Hop	Pop	5	R&B,Lite Pop,Ballad,R&B,Soul
CC_ZEP	4/4	ev16	80	CC_Zep - Even 16ths Alt. Rock, Grunge	Heavy Rock	Pop	5	Heavy Rock
C_DAISY	4/4	ev8	115	Daisy - Top 40 Country Rock	Country	Country	5	Country Contemporary
C_DARRYL	4/4	ev8	145	Darryl - Country Rock	Country	Country	5	Country Contemporary
c_delbrt	4/4	ev16	100	Contemporary Country Delbert Style	Country	Country	5	Country Contemporary,Funk,R&B
C_DENVER	4/4	ev16	105	Denver (Country)	Country	Country	5	Country Classic
C_DESERT	4/4	ev16	85	Desert - Top 40 Country 16th Ballad	Country	Country	5	Country Ballad,Country Contemporary
C_DIAM	4/4	ev8	65	Diam - Top 40 Country Modern Ballad	Country	Country	5	Country Ballad,Country Contemporary
C_DOSEDO	4/4	sw8	225	Do-See-Do (Squaredance)	Country	Country	4	Country Classic,Folk
C_DRIVIN	4/4	ev8	125	Drivin - Country Rock Style	Blues	Country	5	Country,Country Contemporary
c_eagle2	4/4	ev8	115	Contemporary Country Eagles-2	Country	Country	5	Country Contemporary
C_EAGLES	4/4	ev8	140	Eagles Style	Country	Country	4	Country Contemporary
CELEBRTE	4/4	ev8	130	Celebrate - UK Pop Medium Rocker	Lite Pop	Pop	5	Pop
Celin+	4/4	ev16	65	Adult Contemporary R&B Ballad +	Country	Country	5	Country Ballad,Country Contemporary,R&B,R&B,Soul
CELINE1	4/4	ev16	90	Celine 1 - Acoustic Guitar Ambient Pop	Lite Pop	Pop	5	Pop
CELTLADY	4/4	sw8	185	Celtic Lady - World Styles 2	Folk	Country	5	World,Celtic
C_ERIC	4/4	sw8	140	Eric - Country Rock	Blues	Country	5	Country,Country Contemporary
Cesaria1	4/4	ev8	170	Cesaria1 - Even 8ths Brazilian Samba	Latin	Jazz	5	Samba
C_EZSHUF	4/4	sw8	130	Country EZ Shuffle	Country	Country	4	Country Classic
C_Faith	4/4	ev16	68	Faith - Top 40 Country R&B Ballad	Country	Country	5	Country Ballad,Country Contemporary,R&B,R&B
C_Faith2	4/4	ev8	92	Faith 2 - Top 40 Country Bluesy-Rock	Blues	Pop	5	Country,Country Contemporary
C_FINGER	4/4	ev8	90	Fingerpickin' Guitar	Country	Country	4	Folk
C_Folky	4/4	ev16	80	Folky Top 40 Country Ballad	Country	Country	5	Country Ballad,Folk,Folk
C_GARTH	4/4	ev16	100	Garth - Country Ballad	Country	Country	5	Country Ballad,Country Classic,Country Contemporary
C_GEORGE	4/4	ev16	100	George - Sad Country Ballad	Country	Country	5	Country Ballad,Country Classic
C_GIRL	4/4	ev8	105	Girl - Contemporary Country	Country	Country	5	Country Contemporary
C_GJONES	4/4	ev16	130	Gjones - Uptempo Classic Country	Blues	Country	5	Country,Country Classic
c_gstrat	4/4	ev8	100	Contemporary Country G. Strait Style	Country	Country	4	Country Classic
C_Guit8	4/4	ev8	110	Contemporary Country Rock	Country	Country	5	Country Contemporary
CHACHA_G	4/4	ev8	125	Cha Cha G Style	Latin	Jazz	5	Latin
ChaFor2	4/4	ev8	110	ChaFor2 - Latin Cha Cha	Latin	Jazz	5	Latin
C_HAG	4/4	ev8	130	Hag - Country Classic Style	Country	Country	5	Country Classic
C_HAGARD	4/4	sw8	115	Hagard - Classic Country Honky Tonk	Country	Country	5	Country Classic
ChaGuiro	4/4	ev8	124	ChaGuiro - Cha Cha w/ Guiro	Latin	Jazz	5	Latin
Chakra2	4/4	ev8	85	Chakra2 - World-Beat New Age Piano	Lite Pop	Pop	5	New Age,World
C_Hal	4/4	ev16	68	Hal - Top 40 Country Ballad	Country	Country	5	Country Ballad,Country Contemporary
CHAMBER1	4/4	ev8	100	Chamber 1 Orchestra	Classical	Country	5	Classical
Cha_Mod1	4/4	ev8	135	Cha Cha Modern 1 - Contemporary Cha Cha	Latin	Jazz	5	Latin
C_HANK	4/4	sw8	125	Hank - Country Honky Tonk	Country	Country	5	Country Classic
C~HANKS	4/4	sw16	110	HankSn - Uptempo Classic Country	Country	Country	5	Country Classic
CHARLSTN	4/4	sw8	240	Charleston	Jazz	Jazz	4	Jazz Swing
ChaSals	4/4	ev8	140	Cha Cha Salsa - Traditional Cuban	Latin	Jazz	4	Salsa
C_HBILLY	4/4	ev8	140	Hillbilly Country Blues Rock	Blues	Country	5	Country,Country Classic
CHET	4/4	ev16	125	Chet Atkins Style	Country	Country	5	Country Classic,Boom Chick
CHINA~1	4/4	ev16	110	China 1 - Pop 2-Beat - World Styles 2	World	Country	5	World
C~HNKSR1	4/4	sw8	120	HankSr 1 - Classic Country Ballad	Country	Country	5	Country Ballad,Country Classic
C~HNKSR2	4/4	ev8	110	HankSr2 - Classic Uptempo Country	Country	Country	5	Country Classic
CHOCLET	4/4	ev16	110	Choclet - Smooth Jazz	Funk	Jazz	5	Jazz,Smooth Jazz,Jazz,Smooth Jazz
C_HONKIN	4/4	ev8	130	Honkin' - Country Rock	Country	Country	5	Country Contemporary
C_Honky3	4/4	sw8	130	Drivin' Honky Tonk	Country	Country	4	Country Classic
Choro2	4/4	ev8	220	Choro 2 - Brazilian Samba	Latin	Pop	5	Samba
CHUK_B_1	4/4	sw8	130	Chuck Berry Style	Blues	Pop	4	Blues
CHUKROK	4/4	ev8	145	Chuk Rock - Basic 60s Rock	Blues	Pop	4	Blues
CHUKSHUF	4/4	sw8	185	ChuckB Blues Shuffle	Blues	Pop	5	Country,Country Classic,Jazz
Chunky	4/4	ev8	115	Chunky - 90s Basic Even 8 Rock	Lite Pop	Pop	5	Lite Pop
Church	4/4	ev8	120	Church Organ and Choir 4/4	Classical	Country	3	Classical
Cindi_L	4/4	ev16	120	Cindi_L Euro-Tek	Modern Pop	Pop	5	Modern Pop
C_ISLAND	4/4	ev8	100	Island - Country Rock	Country	Country	5	Country Ballad,Country Contemporary
City1	4/4	ev8	100	City1 - Urban Jazz Soundtrack Style	Funk	Pop	5	Hip Hop,New Age,Lite Pop
CitySlk+	4/4	ev16	100	City Slick - Urban Pop +	Hip Hop	Pop	5	Pop
c_jamest	4/4	ev8	100	Contemporary Country - James T Ballad Style	Country	Country	4	Country Ballad,Country Contemporary
C~JCASH	4/4	ev16	105	Jcash - Classic Uptempo Country	Country	Country	5	Country Classic
C_JEANIE	4/4	ev8	120	Jeanie - Bluesy Country	Blues	Country	5	Country,Country Classic,R&B
C_JERRY	4/4	ev16	110	Jerry - Funky Country	Country	Country	5	Country Classic
C_JESICA	4/4	ev16	85	Jesica - Top 40 Country Rock Ballad	Country	Country	5	Country Ballad,Country Contemporary,Ballad
C_Jessy	4/4	ev16	80	Jessy - Top 40 Country R&B Ballad	Country	Country	5	Country Ballad,Country Contemporary,R&B,Ballad,R&B
C_JODEE	4/4	ev16	86	Jodee - Top 40 Country Ballad	Country	Country	5	Country Ballad,Country Contemporary
C_JODEE2	4/4	ev16	94	Jodee 2 - Top 40 Country R&B	Country	Country	5	Country Contemporary,R&B,R&B
C_JP	4/4	ev8	124	JP- Country Ballad	Country	Country	5	Country Ballad,Country Classic
C_JUDDS	4/4	ev16	125	Judds - Contemporary Country Rock	Country	Country	5	Country Contemporary,Boom Chick
C_JUKBOX	4/4	sw8	130	JukBox - Country Honky Tonk	Blues	Country	5	Country,Country Classic
C_KEITH	4/4	ev16	110	Keith - Country Rock	Country	Country	5	Country Contemporary
C_KENNY	4/4	ev16	80	Kenny - Country Rock	Country	Country	5	Country Contemporary,Soul
C_KENNY2	4/4	ev8	120	Kenny2 - Country Rock	Country	Country	5	Country Contemporary
C_Kinley	4/4	ev8	124	Kinley - Top 40 Country Rock	Country	Country	5	Country Contemporary
C_La	4/4	ev16	77	LA - Top 40 Country Ballad	Country	Country	5	Country Ballad,Country Contemporary,Ballad
Clashin1	4/4	ev8	110	Clashin1 - 80s Rock Even 8 Blues	Blues	Pop	4	Blues
CLASSY	4/4	sw8	100	Classy Easy Swing w/ Strings	Jazz	Jazz	5	Jazz Swing,Orchestral
Claudio	4/4	ev16	115	Claudio - Even 16th Pop Style	Latin	Pop	4	Latin
CLAYJARS	4/4	sw16	100	ClayJars - Pop 16th Acoustic Guitars	Lite Pop	Pop	5	Pop
C_LDANCE	4/4	ev8	155	Country Line Dance	Country	Country	5	Country Classic
C_LEANN	4/4	ev8	145	Leann - Top 40 Country Pop	Country	Country	5	Country Contemporary,R&B,R&B
C~LEFTY	4/4	ev8	120	Lefty - Classic Country Spanish Ballad	Country	Country	5	Country Ballad,Country Classic,Ballad
C_LEROY	4/4	ev8	110	Leroy - Contemporary Country Blues Rock	Blues	Country	4	Country,Country Contemporary
C~LEROYV	4/4	sw8	135	LeroyV Classic Uptempo Country	Country	Country	5	Country Classic
ClimbBt+	4/4	ev16	100	Climbing Beat - Urban Pop +	Hip Hop	Pop	5	Pop
C_LONE	4/4	ev8	125	Lone - Country Rock	Country	Country	4	Country Contemporary
Cloud+	4/4	ev16	77	Top 40 Country R&B Ballad +	Country	Country	4	Country Ballad,Country Contemporary,R&B
Clouds	4/4	ev8	96	Clouds - Slow Ev.8 Pop	Lite Pop	Pop	5	New Age
C_LSHUFF	4/4	sw8	150	Line Dance (Shuffle)	Blues	Country	4	Country,Country Classic
C_LYNN	4/4	ev8	120	Lynn - Classic Country Pop	Country	Country	5	Country Classic
C_MARTY	4/4	sw8	110	Marty - 50s Country	Country	Country	5	Country Classic
C_Matina	4/4	ev8	94	Matina - Top 40 Country Rock	Country	Country	5	Country Contemporary
C_Merle	4/4	ev8	150	Merle Honky Tonk	Country	Country	5	Country Classic
C_MINDY	4/4	ev8	120	Mindy - Country Rock	Country	Country	5	Country Contemporary
C_MODERN	4/4	ev8	130	Country Modern	Country	Country	5	Country Contemporary
C_NU_BAL	4/4	ev16	65	Country New Ballad	Country	Country	5	Country Ballad,Country Classic,Ballad
c_nyoung	4/4	ev8	100	Contemporary Country - Young Style	Country	Country	5	Country Contemporary
Coc~tail	4/4	sw8	150	Cocktail Swing w/ Brushes	Jazz	Jazz	5	Jazz Swing
Coc_tail	4/4	sw8	150	Cocktail Swing	Jazz	Jazz	5	Jazz Swing
COLA	4/4	sw16	85	Cola - Pop Rock Movie Groove	Funk	Pop	5	Hip Hop,Modern Pop,Pop
c_oldroc	4/4	ev8	120	Country - Old Rock Style	Country	Country	5	Country Classic
ColePlay	4/4	ev8	125	ColePlay - 80s Synth Rock	Lite Pop	Pop	5	Lite Pop
Colors	4/4	ev8	140	Colors - Energetic Ev.8 Pop-Rock	Lite Pop	Pop	5	Pop
CongFok	4/4	ev16	125	Conga Folkloric - Traditional Cuban	Latin	Jazz	4	Salsa,Folk
CongMod	4/4	ev16	125	Conga Modern - Cuban Salsa	Latin	Jazz	4	Salsa
Contra44	4/4	sw8	230	Contra44 - 4/4 Swing 8ths Contra Dance Style	Country	Country	4	Folk
COOL	4/4	ev16	80	Cool - Smooth Jazz - Soulful	Jazz	Jazz	5	Jazz Ballad,Smooth Jazz,R&B,Smooth Jazz,Soul
COOL_ONE	4/4	sw8	80	Cool One - Slow Swing Jazz-Guitar	Jazz	Jazz	5	Jazz Ballad,Jazz Swing
Coppers2	4/4	ev8	130	Coppers2 - Ev.8, 80s Rock	Lite Pop	Pop	5	Lite Pop
Cornado	4/4	ev8	118	Cornado - LA Pop Jazz	Jazz	Jazz	5	Fusion,Pop
Coruna	4/4	ev16	120	Coruna Euro-Tek	Modern Pop	Pop	5	Modern Pop
COUNRCK2	4/4	ev8	150	Country Rock 2	Country	Country	5	Country Contemporary
COUNSWG2	4/4	sw8	165	Country Shuffle-Swing 2	Country	Country	4	Country Classic
COUNTROK	4/4	ev16	120	Country Rock	Country	Country	4	Country Contemporary
Country1	4/4	ev8	105	Country1 - Ev.8 Country Soundtrack Style	Country	Country	5	Country Classic,New Age,Lite Pop
Cowboy1	4/4	sw8	190	Cowboy 1 - Cowboy - 2 Beat Swing	Country	Country	5	Country Classic
COZY_SW	4/4	sw8	150	Cozy Swing - Jazz Trio	Jazz	Jazz	3	Jazz Swing
C~PATSY	4/4	sw8	70	Patsy - Classic Country Pop Ballad	Blues	Country	5	Country,Country Ballad,Country Classic,Ballad
C_PATTY	4/4	ev8	125	Patty - Country Rock	Country	Country	5	Country Contemporary
C_PHIL	4/4	ev16	75	Phil - Country Rock	Country	Country	5	Country Ballad,Country Contemporary
C_PIANO	4/4	ev8	85	Country Piano - Country Ballad Style	Country	Country	5	Country Ballad,New Age,Lite Pop
C_PICKIN	4/4	ev8	135	Pickin' - Uptempo Country	Country	Country	4	Country Classic
c_pop	4/4	ev8	115	Contemporary Country-Pop Style	Country	Country	5	Country Contemporary
CR_ALLAY	4/4	sw8	100	Cr_Allay - Crossover Style	Blues	Pop	5	Blues
CR_ALLIS	4/4	ev8	105	Cr_Allis - Crossover Style	Country	Country	5	Country Classic
CRAY1	4/4	ev8	120	Cray 1 - 90's Rock Blues	Blues	Pop	5	Blues
CR_BETH	4/4	ev8	100	Cr_Beth - Crossover Style	Jazz	Jazz	5	Jazz Ballad,Fusion,R&B
CR_BONNE	4/4	sw8	120	Cr_Bonne - Crossover Style	Blues	Pop	5	Country,Country Contemporary
CR_BRACH	4/4	ev16	100	Cr_Brach - Crossover Style	Country	Country	5	Country Contemporary
CreClear	4/4	ev8	115	CreClear - Med-Ev 8ths- Swamp-Rock	Lite Pop	Country	5	Lite Pop
CREEDNCE	4/4	sw16	120	Creednce - 70s Funk Country Rock	Country	Country	4	Country Contemporary,Funk,Lite Pop
CR_ERIC	4/4	ev8	95	Cr_Eric - Crossover Style	Country	Country	5	Country Contemporary,R&B,Lite Pop,R&B
C_RICH	4/4	sw8	90	Rich-Classic Country Piano Ballad	Country	Country	5	Country Ballad,Country Classic
C_RICKY	4/4	ev16	140	Country Ricky - Fast Classic Country	Country	Country	5	Country Classic
CRIMSONS	4/4	sw8	230	Crimsons - Southern Gospel Guitar	Country	Country	4	Gospel,Worship,Lite Pop,Gospel
CRISTINA	4/4	ev16	87	Cristina - Top 40 - Rock 16th	Lite Pop	Pop	5	Pop
CR_JOHN	4/4	ev16	100	Cr_John - Crossover Style	Country	Country	5	Country Contemporary,R&B,Lite Pop
CR_JONES	4/4	ev8	90	Cr_Jones - Crossover Style	Country	Country	5	Country Ballad,Country Contemporary,Jazz,Jazz Ballad,Fusion,Lite Pop
CR_KEBMO	4/4	ev16	90	Cr_Kembo - Crossover Style	Blues	Pop	5	Country,Country Contemporary
CR_MAYER	4/4	ev16	100	Cr_Mayer - Crossover Style	Country	Country	5	Country Contemporary
CR_MICHE	4/4	ev16	100	Cr_Miche - Crossover Style	Country	Country	5	Country Contemporary
c_rnb	4/4	ev16	90	Contemporary Country R & B Style	Country	Country	5	Country Contemporary,R&B
CR_NICK	4/4	ev8	120	Cr_Nick - Crossover Style	Blues	Pop	4	Country,Country Contemporary
c_rocbil	4/4	sw8	125	Retro Country Rockabilly Style	Blues	Country	5	Country,Country Classic,Rockabilly,Country
C_ROCKIN	4/4	ev8	120	Rockin' - Contemporary Country Rock	Country	Country	5	Country Contemporary
c_rocky	4/4	ev8	125	Contemporary Uptempo Country Rock Style	Country	Country	5	Country Contemporary
C~ROGER	4/4	sw8	115	Roger - Classic Country Swing	Country	Country	4	Country Classic
C~ROGER2	4/4	sw16	90	Roger2 - Classic Country Swing	Country	Country	5	Country Classic
C_ROSE	4/4	ev8	115	Rose - Contemporary Country Rock Ballad	Country	Country	5	Country Contemporary,Ballad
CROSWIND	4/4	ev16	110	CrossWind - Smooth Jazz - Modern	Jazz	Jazz	5	Smooth Jazz,Smooth Jazz
Crowding	4/4	ev8	140	Crowding -Brit 80s, Ev.8ths	Reggae	Pop	5	Reggae
C~ROY	4/4	sw16	110	Roy - Uptempo Classic Country	Country	Country	5	Country Classic
CR_PAULA	4/4	ev8	95	Cr_Paula - Crossover Style	Country	Country	5	Country Contemporary,Lite Pop
CR_SARAH	4/4	ev8	90	Cr_Sarah - Crossover Style	Country	Country	5	Country Contemporary
CR_TRACY	4/4	ev8	100	Cr_Tracy - Crossover Style	Blues	Pop	5	Country,Country Contemporary
CR_TRAIN	4/4	ev16	80	Cr_Train - Crossover Style	Country	Country	5	Country Ballad,Country Contemporary,Lite Pop
CR_TRANY	4/4	ev16	95	Cr_Trany - Crossover Style	Country	Country	5	Country Contemporary
Cruisin	4/4	ev8	145	Cruisin - Lively 70s Classic Rock	Lite Pop	Pop	5	Lite Pop
CR_WALL	4/4	ev16	105	Cr_Wall - Crossover Style	Country	Country	5	Country Contemporary
CRYIN	4/4	ev16	100	Cryin' Country Style	Country	Country	5	Country Classic
CRYSTAL	4/4	ev16	70	Crystal - Praise & Worship Style	Lite Pop	Pop	5	Worship,Pop,Worship
Crystal1	4/4	ev16	85	Crystal1 - 4/4 New Age Style	Lite Pop	Pop	5	New Age
C_SAMMY	4/4	ev8	140	Sammy - Country Rock	Blues	Country	5	Country,Country Contemporary
C_SARA	4/4	ev16	100	Sara - Top 40 Country Rock	Country	Country	5	Country Contemporary
C_SHANIA	4/4	ev16	70	Shania - Contemporary Country Ballad	Country	Country	5	Country Ballad,Country Contemporary,Ballad
C_SHERIE	4/4	ev16	102	Sherie - Top 40 Country Rock	Country	Country	4	Country Contemporary
C_Shuf1	4/4	sw8	140	Rockabilly Blues	Blues	Country	4	Country,Country Classic,Rockabilly,Country
C_SHUFLN	4/4	sw8	135	Rockin Country Shuffle	Blues	Country	4	Country,Country Classic
C_SIMP24	4/4	ev16	95	Country Simple 2&4	Country	Country	5	Country Classic
C_SMOOTH	4/4	ev16	105	Smooth - Contemporary Country	Country	Country	5	Country Classic,Jazz,Smooth Jazz
c_soft	4/4	ev8	120	Contemporary Country Rock Ballad	Country	Country	5	Country Ballad,Country Contemporary,Ballad
c_southn	4/4	ev16	100	Contemporary Uptempo Southern Rock	Country	Country	5	Country Classic
C~STAT	4/4	sw16	100	Stat - Uptempo Classic Country	Country	Country	5	Country Classic
C_SWEET	4/4	ev16	70	Sweet - Contemporary Country Ballad	Country	Country	5	Country Ballad,Country Contemporary,Ballad
C_SWING	4/4	sw8	140	Country Swing	Country	Country	4	Country Ballad
C_TAMMY	4/4	sw8	95	Tammy - Classic Country Ballad	Country	Country	5	Country Ballad,Country Classic
C_TANYA	4/4	ev16	90	Tanya - Classic Country Gospel	Country	Country	5	Gospel,Worship,Lite Pop,Gospel
C_TEX_SW	4/4	sw8	195	Country Texas Swing	Country	Country	4	Country Classic,Texas Blues,Blues
C_TIM	4/4	ev16	100	Tim - Top 40 Country Rock	Country	Country	4	Country Classic
C_TOBY	4/4	ev8	105	Toby - Country Rock	Country	Country	5	Country Contemporary
C_TRAVIS	4/4	sw8	195	Country Merle Travis	Country	Country	5	Country Classic
CtrFst16	4/4	ev16	135	CtrFst16 - Country Fast 2-Beat 16ths	Country	Country	4	Country
C_TRICK	4/4	sw8	175	Trick - Country Rock	Blues	Country	5	Country,Country Contemporary
C_TUCKER	4/4	ev8	180	Country Tucker Style	Country	Country	5	Country Classic
CulClub1	4/4	ev8	195	CulClub1 - Brit 80s Fast Ev.8th	Lite Pop	Pop	5	Lite Pop
Cultist1	4/4	ev8	125	Cultist1 - Brit 80s Ev.8 Rock	Heavy Rock	Pop	5	Heavy Rock
Culture	4/4	ev8	145	Culture Euro-Tek	Modern Pop	Pop	5	Modern Pop
CumbFok	4/4	ev16	190	Cumbia Folk - Classic African-Indian	Latin	Jazz	4	Salsa,African,Bollywood,Folk,World
Cumbia2	4/4	ev16	110	Cumbia2 - Latin Colombian Cumbia	Latin	Jazz	5	Latin
CumbiaEZ	4/4	ev16	85	Cumbia EZ - Latin Easy Cumbia Feel	Latin	Jazz	5	Latin
CumbMod	4/4	ev8	190	Cumbia Modern - Colombian	Latin	Jazz	4	Salsa
CUPID!	4/4	ev8	145	Cupid-60s Straight 8 Bouncy Pop	Pop	Pop	5	Pop
C_UPTOWN	4/4	ev8	140	Uptown - Country Honky Tonk	Blues	Country	5	Country,Country Classic
CURTISM	4/4	ev16	75	Curtis M Slow Blues	Blues	Pop	5	Funk
CUTXFUNK	4/4	sw8	215	Cut - Time Funk Style	Funk	Pop	4	Jazz,Bebop,Fusion
C_VINCE	4/4	ev16	110	Vince - Medium Tempo Train Beat	Country	Country	4	Country Classic
C_VINCE2	4/4	ev8	165	Vince 2 - Country Boogie Train Beat	Blues	Country	5	Country,Country Classic
C_WARREN	4/4	ev8	115	Warren - Country Rock	Country	Country	5	Country Contemporary
C_Waylon	4/4	ev8	140	Country Waylon	Country	Country	5	Country Classic
C_Willy	4/4	sw8	140	Simple Country Willy	Country	Country	4	Country Classic
C_WORKIN	4/4	ev16	135	Workin Man Country	Country	Country	4	Country Classic
C_YOKEM	4/4	ev16	140	Yokem - Rockabilly Country	Country	Country	5	Country Classic,Rockabilly
DADGADHI	4/4	sw8	90	DADGAD High Strung- Alternate Guitar Tuning	Lite Pop	Pop	5	Pop,Ballad
DANCE_1	4/4	ev8	125	Dance 1	Modern Pop	Pop	4	Eurodance,Synth Pop
DANCE_2	4/4	sw8	135	Dance 2	Funk	Pop	4	Reggae,Modern Pop
DANCE3	4/4	ev16	130	Dance 3 - Even 8th Dance Feel	Modern Pop	Pop	5	Eurodance,Synth Pop
DANCE4	4/4	ev8	120	Dance 4 - Pop-Rock Dance Style	Hip Hop	Pop	5	Modern Pop,Modern Pop,Eurodance,Synth Pop
Dance5	4/4	sw16	100	Dance 5 - Rock On Style	Hip Hop	Pop	5	Modern Pop,Modern Pop,Eurodance,Synth Pop
Dance6	4/4	ev8	125	Dance 6 - Rock On Style	Modern Pop	Pop	5	Disco,Eurodance,Synth Pop
DANCPOP2	4/4	ev16	140	Dance Pop 2	Modern Pop	Pop	5	Eurodance,Synth Pop
DANGDUT1	4/4	ev8	175	Dangdut1 - World Styles - Malasia	World	Pop	5	World
Darin1	4/4	sw8	160	Darin1 - Med. Swing w/ Horns at B	Jazz	Jazz	5	Big Band,Jazz Swing
DavidB2	4/4	ev8	110	DavidB2 - Ev.8 80s Brit Rock	Modern Pop	Pop	5	Modern Pop
DeadJam1	4/4	ev16	75	Deadjam1 - Slow Psychedelic Rock Jam	Lite Pop	Pop	5	Lite Pop
DeeJDadu	4/4	ev16	120	DeeJDadu Euro-Tek	Lite Pop	Pop	5	New Age,Modern Pop,Modern Pop
Def3	4/4	ev8	125	Def3 - 80s Brit Rock Quasi Ballad	Heavy Rock	Pop	4	Ballad
Deodat1	4/4	sw16	95	Deodat1 - Swing 16 Jazz-Pop-Funk	Funk	Jazz	5	Jazz,Fusion
DestChl1	4/4	ev16	130	DestChl 1 - Hip Hop, Trip Hop Dance	Hip Hop	Pop	5	R&B,Modern Pop,Pop,R&B
Deuces	4/4	ev8	140	Deuces - 70s Even 8th Pop-Rock	Lite Pop	Pop	5	Lite Pop
Diner	12/8	sw8	120	Diner - LA Pop Jazz	Jazz	Jazz	5	Fusion,Reggae
Direfast	4/4	ev8	135	Dire Fast - 80s Rock-Country	Country	Country	5	Country Contemporary,Lite Pop
DireMood	4/4	ev8	135	Dire Mood - Brit 80s Pop-Rock	Lite Pop	Pop	5	Lite Pop
DISCO_1	4/4	ev16	120	Disco 1	Modern Pop	Pop	5	Disco
DIXIDUKE	4/4	sw8	150	DixiDukes - 50s Hip Dixieland	Jazz	Jazz	5	Dixieland
DIXIFAST	4/4	sw8	125	Dixie Fast - Uptempo Dixieland	Jazz	Jazz	5	Dixieland
DIXILAND	4/4	sw8	180	Dixieland Band	Jazz	Jazz	5	Dixieland
DjanFst	4/4	sw8	265	Django Fast - Fast, 40s Swing	Jazz	Jazz	5	Jazz Swing
DogFunk	4/4	sw16	100	Dog Funk -Unplugged	Country	Country	4	Bluegrass,Country Contemporary,Funk
DogFunkD	4/4	sw16	100	Dog Funk w/ Drums -Unplugged	Country	Country	5	Bluegrass,Country Contemporary,Funk
DomRep1	4/4	ev16	140	DomRep1 - Latin Merengue	Latin	Jazz	5	Latin
DonWill	4/4	ev8	100	DonWill - 4/4 Funky Country Rock	Country	Country	5	Country Contemporary,Funk
Doubles	4/4	ev8	80	Doubles - Slow Ev.8 Pop-Rock	Lite Pop	Pop	5	Pop
DOVES	4/4	ev16	85	Doves - Straight 8ths Arps Southern Gospel	Country	Country	5	Country Ballad,Gospel,Folk,New Age,Lite Pop,Worship,Lite Pop,Gospel
Downtemp	4/4	ev16	60	Down Temp - Bluegrass Style	Country	Country	5	Country Ballad,Bluegrass
Drama+	4/4	ev16	105	Drama - Urban Pop +	Hip Hop	Pop	5	Pop
DRAMORK4	4/4	ev8	140	Dramatic 4/4 Orchestra	Classical	Country	5	Classical
DranDr2	4/4	ev16	135	DranDr2 -Brit 80s Ev.16ths Rock	Lite Pop	Pop	5	Lite Pop
DREAM	4/4	sw8	80	Dream - Slow 50s Swing Ballad	Jazz	Jazz	5	Jazz Ballad,Jazz Swing,Ballad
DREAMER	4/4	sw8	125	Dreamer - Easy 2-Beat Style	Country	Country	5	Country Classic,Folk
DRJONROK	4/4	ev8	110	Dr. Jon Rock Blues	Blues	Pop	5	New Orleans
DRJONSHF	4/4	sw8	105	Dr. Jon Shuffle Blues	Blues	Pop	3	Jazz
DROPDDHI	4/4	sw8	110	Double Drop D - Alt. Guitar Tuning	Country	Country	5	Country Classic
DROPD_HI	4/4	sw8	110	Drop D Hi - Med. 2-Beat Country	Country	Country	5	Country Classic
DS_FstCt	4/4	ev8	150	DS_FstCt - Brit 80s Country Rock	Country	Country	5	Country Contemporary
DUBDROPD	4/4	sw8	90	Double Drop D - Slow 50s Swing Ballad	Jazz	Jazz	5	Jazz Swing,Ballad
DublinRk	4/4	ev16	105	Dublin Rock - Brit 80s Ev.16 Rock	Lite Pop	Pop	5	Lite Pop
Duke1	4/4	sw8	70	Duke1 - Slow Big Band Jazz Ballad Style	Jazz	Jazz	5	Jazz Ballad,Big Band,Jazz Swing
DUNCANS	4/4	ev8	200	Duncans -Fast Straight 8 Southern Gospel	Country	Country	5	Gospel,Worship,Lite Pop,Gospel
